Line,ped.donor,best.matches,all.intros.match.ped,N.blocks.unfiltered,Total.Intro.Sizes.Unfiltered,Total.Intro.Prop.Unfiltered,N.blocks.filtered,N.mismatch.blocks,N.NA.blocks,N.donor.matches
Mo17/B73 NIL-1231,Mo17,Mo17,TRUE,2,18778240.5,0.00885766061320755,1,0,0,1
Mo17/B73 NIL-1243,Mo17,Mo17,TRUE,3,4412311.5,0.00208127900943396,2,0,0,1
Mo17/B73 NIL-1244,Mo17,Mo17,TRUE,2,12827576,0.00605074339622642,1,0,0,1
Mo17/B73 NIL-1250,Mo17,Mo17,TRUE,4,105336323,0.0496869448113208,3,0,0,1
Mo17/B73 NIL-1251A,Mo17,Mo17,TRUE,3,96876717.5,0.0456965648584906,1,0,0,1
Mo17/B73 NIL-1251B,Mo17,Mo17,TRUE,2,101042469,0.0476615419811321,1,0,0,1
Mo17/B73 NIL-1265,Mo17,Mo17,TRUE,3,121069201,0.0571081136792453,2,0,1,1
Mo17/B73 NIL-1266,Mo17,Mo17,TRUE,3,119672807,0.0564494372641509,2,0,0,1
Mo17/B73 NIL-1270,Mo17,Mo17,TRUE,3,44970993.5,0.0212127327830189,3,0,0,1
Mo17/B73 NIL-1288,Mo17,Mo17,TRUE,3,21278198.5,0.0100368860849057,2,0,0,1
Mo17/B73 NIL-1291,Mo17,NA,FALSE,2,14740779,0.00695319764150943,1,0,1,0
Mo17/B73 NIL-1301,Mo17,Mo18W,FALSE,6,34545505.5,0.0162950497641509,2,2,0,1
Mo17/B73 NIL-1306,Mo17,NC358,FALSE,2,7597904.5,0.00358391721698113,2,1,1,1
Mo17/B73 NIL-1307,Mo17,Mo17,TRUE,3,98666120,0.0465406226415094,3,0,0,1
Mo17/B73 NIL-1314,Mo17,Oh43/B73,FALSE,4,162446860.5,0.0766258775943396,4,3,1,2
Mo18W/B73 NIL-1001,Mo18W,Mo18W,TRUE,4,22702308.5,0.0107086360849057,3,0,0,1
Mo18W/B73 NIL-1003,Mo18W,Mo18W,TRUE,1,22432911.5,0.0105815620283019,1,0,0,1
Mo18W/B73 NIL-1004,Mo18W,Mo18W,TRUE,1,5784306.5,0.00272844646226415,1,0,0,1
Mo18W/B73 NIL-1005,Mo18W,Mo18W,TRUE,1,10537098,0.00497032924528302,1,0,0,1
Mo18W/B73 NIL-1008,Mo18W,Mo18W,TRUE,2,18196402,0.00858320849056604,1,0,0,1
Mo18W/B73 NIL-1011,Mo18W,Mo18W,TRUE,2,38733998.5,0.018270754009434,2,0,0,1
Mo18W/B73 NIL-1012,Mo18W,Mo18W,TRUE,2,38600477,0.0182077721698113,2,0,0,1
Mo18W/B73 NIL-1013A,Mo18W,Mo18W,TRUE,4,63357635.5,0.0298856771226415,2,0,0,1
Mo18W/B73 NIL-1015,Mo18W,Mo18W,TRUE,2,9112745,0.00429846462264151,1,0,0,1
Mo18W/B73 NIL-1016A,Mo18W,Mo18W,TRUE,4,35635326.5,0.0168091162735849,3,0,0,1
Mo18W/B73 NIL-1016B,Mo18W,Mo18W,TRUE,3,36043959.5,0.0170018676886792,2,0,0,1
Mo18W/B73 NIL-1017B,Mo18W,Mo18W,TRUE,2,57659002,0.0271976424528302,1,0,0,1
Mo18W/B73 NIL-1018,Mo18W,Mo18W,TRUE,2,86682178.5,0.0408878200471698,2,0,0,1
Mo18W/B73 NIL-1020A,Mo18W,Mo18W,TRUE,2,58705779,0.0276914051886792,2,0,0,1
Mo18W/B73 NIL-1020B,Mo18W,Mo18W,TRUE,4,49142618,0.0231804801886792,3,0,1,1
Mo18W/B73 NIL-1023,Mo18W,Mo18W,TRUE,3,6776733,0.00319657216981132,2,0,0,1
Mo18W/B73 NIL-1024,Mo18W,Mo18W,TRUE,2,17037507,0.00803655990566038,2,0,0,1
Mo18W/B73 NIL-1026,Mo18W,Mo18W/B73,FALSE,4,31180406,0.0147077386792453,3,1,0,2
Mo18W/B73 NIL-1028A,Mo18W,Mo18W,TRUE,3,17359399,0.00818839575471698,2,0,0,1
Mo18W/B73 NIL-1029,Mo18W,Mo18W,TRUE,3,28769741.5,0.0135706327830189,2,0,0,1
Mo18W/B73 NIL-1031,Mo18W,Mo18W,TRUE,1,23865831,0.0112574674528302,1,0,0,1
Mo18W/B73 NIL-1033,Mo18W,Mo18W,TRUE,2,15042153,0.00709535518867925,2,0,1,1
Mo18W/B73 NIL-1035,Mo18W,Mo18W,TRUE,1,8613108.5,0.00406278702830189,1,0,0,1
Mo18W/B73 NIL-1037,Mo18W,Mo18W,TRUE,1,8662179.5,0.00408593372641509,1,0,0,1
Mo18W/B73 NIL-1043,Mo18W,NA,FALSE,1,889758.5,0.000419697405660377,NA,NA,NA,NA
Mo18W/B73 NIL-1045,Mo18W,Mo18W,TRUE,3,133896948.5,0.0631589379716981,3,0,0,1
Mo18W/B73 NIL-1053,Mo18W,Mo18W,TRUE,2,23595545.5,0.0111299742924528,2,0,0,1
Mo18W/B73 NIL-1054,Mo18W,Mo18W,TRUE,3,135688672,0.0640040905660377,2,0,0,1
Mo18W/B73 NIL-1058A,Mo18W,Mo18W,TRUE,4,14116672.5,0.00665880778301887,4,0,0,1
Mo18W/B73 NIL-1058B,Mo18W,Mo18W,TRUE,4,13734730,0.00647864622641509,3,0,0,1
Mo18W/B73 NIL-1065,Mo18W,Mo17,FALSE,7,145370610,0.0685710424528302,5,5,0,1
Mo18W/B73 NIL-1067,Mo18W,Mo18W,TRUE,2,27691018.5,0.0130618011792453,2,0,0,1
Mo18W/B73 NIL-1068,Mo18W,M162W/Mo18W,FALSE,2,5594053.5,0.00263870448113208,2,1,0,2
Mo18W/B73 NIL-1074,Mo18W,Mo18W,TRUE,1,5050517.5,0.0023823195754717,1,0,0,1
Mo18W/B73 NIL-1078,Mo18W,Mo18W,TRUE,1,3533167.5,0.00166658844339623,1,0,0,1
Mo18W/B73 NIL-1081,Mo18W,Mo18W,TRUE,4,43992356,0.0207511113207547,3,0,1,1
Mo18W/B73 NIL-1085,Mo18W,Mo18W,TRUE,2,26901398,0.0126893386792453,2,0,0,1
Mo18W/B73 NIL-1089A,Mo18W,Mo18W,TRUE,2,25172202.5,0.0118736804245283,2,0,0,1
Mo18W/B73 NIL-1089B,Mo18W,Mo18W,TRUE,3,25539308.5,0.0120468436320755,2,0,0,1
Mo18W/B73 NIL-1092,Mo18W,Mo18W,TRUE,1,8104413,0.00382283632075472,1,0,0,1
Mo18W/B73 NIL-1093,Mo18W,Mo18W,TRUE,1,7942931.5,0.00374666580188679,1,0,0,1
Mo18W/B73 NIL-1095,Mo18W,Mo18W,TRUE,3,155238521.5,0.0732257176886792,2,0,0,1
Mo18W/B73 NIL-1096,Mo18W,Mo18W,TRUE,2,23549007.5,0.0111080224056604,2,0,0,1
Mo18W/B73 NIL-1099,Mo18W,B73,FALSE,7,110846391.5,0.0522860337264151,7,1,6,1
Mo18W/B73 NIL-1104A,Mo18W,Mo18W,TRUE,2,3544615.5,0.00167198844339623,1,0,0,1
Mo18W/B73 NIL-1104B,Mo18W,Mo18W,TRUE,1,3236762,0.00152677452830189,1,0,0,1
Mo18W/B73 NIL-1105,Mo18W,NC358,FALSE,1,5825284,0.00274777547169811,1,1,0,1
Mo18W/B73 NIL-1106,Mo18W,Oh43/Mo18W,FALSE,7,108784129.5,0.0513132686320755,5,1,3,2
Mo18W/B73 NIL-1108,Mo18W,Mo18W,TRUE,3,81933913.5,0.0386480724056604,2,0,0,1
Mo18W/B73 NIL-1109,Mo18W,Mo18W,TRUE,2,17637616,0.00831963018867925,2,0,0,1
Mo18W/B73 NIL-1111,Mo18W,NA,FALSE,2,1997394.5,0.000942167216981132,NA,NA,NA,NA
Mo18W/B73 NIL-1115,Mo18W,Mo18W,TRUE,4,12456457.5,0.0058756875,1,0,0,1
Mo18W/B73 NIL-1116A,Mo18W,Mo18W,TRUE,3,62270267,0.0293727674528302,2,0,0,1
Mo18W/B73 NIL-1116B,Mo18W,Mo18W,TRUE,2,63340638,0.0298776594339623,2,0,0,1
Mo18W/B73 NIL-1117,Mo18W,Mo18W,TRUE,2,49268008,0.0232396264150943,2,0,1,1
Mo18W/B73 NIL-1118,Mo18W,Mo18W,TRUE,1,57868019,0.0272962353773585,1,0,0,1
Mo18W/B73 NIL-1120,Mo18W,Mo18W,TRUE,1,4665071.5,0.0022005054245283,1,0,0,1
Mo18W/B73 NIL-1121,Mo18W,Mo18W,TRUE,2,3972211,0.00187368443396226,1,0,0,1
Mo18W/B73 NIL-1127,Mo18W,Mo18W,TRUE,3,34521935.5,0.0162839318396226,1,0,0,1
Mo18W/B73 NIL-1130,Mo18W,Mo18W,TRUE,3,116942266,0.0551614462264151,3,0,2,1
Mo18W/B73 NIL-1131,Mo18W,Mo18W,TRUE,2,4997721.5,0.00235741580188679,1,0,0,1
Mo18W/B73 NIL-1135,Mo18W,Mo18W,TRUE,1,99844051,0.0470962504716981,1,0,0,1
Mo18W/B73 NIL-1138,Mo18W,Mo18W,TRUE,3,10542044,0.00497266226415094,3,0,0,1
Mo18W/B73 NIL-1141,Mo18W,NA,FALSE,1,235194,0.000110940566037736,NA,NA,NA,NA
Mo18W/B73 NIL-1142,Mo18W,NA,FALSE,1,258578,0.000121970754716981,NA,NA,NA,NA
Mo18W/B73 NIL-1143,Mo18W,NA,FALSE,1,258578,0.000121970754716981,NA,NA,NA,NA
Mo18W/B73 NIL-1145,Mo18W,Mo18W,TRUE,3,11600966.5,0.00547215400943396,3,0,0,1
Mo18W/B73 NIL-1147,Mo18W,Mo18W,TRUE,1,2463474,0.00116201603773585,1,0,0,1
Mo18W/B73 NIL-1149B,Mo18W,Mo18W,TRUE,4,41090419,0.0193822731132075,3,0,0,1
Mo18W/B73 NIL-1149C,Mo18W,Mo18W,TRUE,4,41092925.5,0.0193834554245283,3,0,0,1
Mo18W/B73 NIL-1152,Mo18W,Mo18W,TRUE,2,4201970,0.00198206132075472,1,0,0,1
Mo18W/B73 NIL-1154,Mo18W,Mo18W,TRUE,3,14663686.5,0.00691683325471698,2,0,0,1
Mo18W/B73 NIL-1156,Mo18W,Mo18W,TRUE,4,14946607,0.00705028632075472,2,0,0,1
Mo18W/B73 NIL-1159,Mo18W,Mo18W,TRUE,2,2327832,0.00109803396226415,1,0,0,1
Mo18W/B73 NIL-1164,Mo18W,Mo18W,TRUE,2,8499362.5,0.00400913325471698,1,0,0,1
NC350/B73 NIL-1005,NC350,NC350,TRUE,3,10041747.5,0.0047366733490566,2,0,0,1
NC350/B73 NIL-1006,NC350,NC350,TRUE,5,17857541,0.00842336839622642,2,0,0,1
NC350/B73 NIL-1013,NC350,Mo17/NC350,FALSE,3,18216308,0.00859259811320755,2,1,0,2
NC350/B73 NIL-1042,NC350,NC350,TRUE,2,6781035.5,0.0031986016509434,1,0,0,1
NC350/B73 NIL-1056,NC350,NC350,TRUE,4,57321633.5,0.0270385063679245,3,0,0,1
NC350/B73 NIL-1065,NC350,NC358,FALSE,1,21121738,0.00996308396226415,1,1,0,1
NC350/B73 NIL-1068,NC350,NC358/B73,FALSE,5,182322341.5,0.0860011044811321,3,3,0,2
NC350/B73 NIL-1073A,NC350,NC350,TRUE,5,32353641,0.0152611514150943,3,0,0,1
NC350/B73 NIL-1073B,NC350,NC358,FALSE,2,14892861.5,0.00702493466981132,2,2,0,1
NC350/B73 NIL-1077,NC350,NC350,TRUE,2,17936823,0.00846076556603774,1,0,0,1
NC350/B73 NIL-1079,NC350,NC350,TRUE,2,7967182.5,0.00375810495283019,1,0,0,1
NC350/B73 NIL-1080,NC350,NC350,TRUE,5,20682686.5,0.00975598419811321,3,0,0,1
NC350/B73 NIL-1090,NC350,NC350,TRUE,3,31083716.5,0.0146621304245283,2,0,0,1
NC350/B73 NIL-1097A,NC350,NC350,TRUE,2,91049413,0.0429478363207547,1,0,0,1
NC350/B73 NIL-1101,NC350,B73/NC350,FALSE,5,31986287,0.0150878712264151,4,1,2,2
NC350/B73 NIL-1105,NC350,NC350,TRUE,3,125289703.5,0.059098916745283,3,0,0,1
NC350/B73 NIL-1114,NC350,NC358,FALSE,3,30924221,0.0145868966981132,1,1,0,1
NC350/B73 NIL-1123,NC350,NC350,TRUE,3,8339592,0.00393376981132075,2,0,0,1
NC350/B73 NIL-1127,NC350,Mo17/NC350,FALSE,5,11122009.5,0.00524623089622642,3,2,0,2
NC350/B73 NIL-1128,NC350,Mo17,FALSE,2,4402864,0.00207682264150943,1,1,0,1
NC350/B73 NIL-1140,NC350,NC350,TRUE,2,40828611,0.0192587787735849,2,0,0,1
NC350/B73 NIL-1153A,NC350,NC358,FALSE,4,43823063.5,0.0206712563679245,3,3,0,1
NC350/B73 NIL-1153B,NC350,NC358,FALSE,4,44803126,0.02113355,3,3,0,1
NC350/B73 NIL-1155,NC350,NC350,TRUE,1,7750542,0.00365591603773585,1,0,0,1
NC350/B73 NIL-1157,NC350,NC358/B73,FALSE,5,20095650,0.00947908018867924,4,3,1,2
NC350/B73 NIL-1165,NC350,NC350,TRUE,5,69222470,0.032652108490566,4,0,0,1
NC350/B73 NIL-1169,NC350,NC350,TRUE,3,121977336.5,0.0575364794811321,2,0,0,1
NC350/B73 NIL-1179,NC350,NC350,TRUE,3,14702118.5,0.00693496155660377,1,0,0,1
NC350/B73 NIL-1180,NC350,NC350,TRUE,3,11342937,0.00535044198113208,2,0,1,1
NC350/B73 NIL-1182,NC350,NC350/Mo17,FALSE,5,44261159.5,0.0208779054245283,5,3,1,2
NC350/B73 NIL-1183,NC350,Mo17/NC350,FALSE,4,41950798.5,0.0197881125,4,3,0,2
NC350/B73 NIL-1185,NC350,Oh43,FALSE,2,8969295.5,0.00423079976415094,2,2,0,1
NC350/B73 NIL-1192,NC350,NC350,TRUE,1,20498755.5,0.00966922429245283,1,0,0,1
NC350/B73 NIL-1196,NC350,NC350,TRUE,2,8206219,0.00387085801886792,2,0,0,1
NC350/B73 NIL-1207,NC350,NC350,TRUE,4,16069320.5,0.00757986816037736,3,0,0,1
NC350/B73 NIL-1210,NC350,NA,FALSE,5,70804309,0.0333982589622642,3,0,3,0
NC350/B73 NIL-1232,NC350,NC350,TRUE,2,26596644.5,0.0125455870283019,2,0,0,1
NC350/B73 NIL-1240,NC350,NC350,TRUE,3,18169245.5,0.00857039882075472,2,0,0,1
NC350/B73 NIL-1242,NC350,NA,FALSE,4,17734290,0.00836523113207547,3,0,3,0
NC350/B73 NIL-1246,NC350,NC350,TRUE,5,17248090.5,0.00813589174528302,3,0,0,1
NC350/B73 NIL-1250,NC350,NC350,TRUE,4,28759709,0.0135659004716981,2,0,0,1
NC350/B73 NIL-1265,NC350,NC358,FALSE,3,9995115,0.00471467688679245,2,2,0,1
NC350/B73 NIL-1270,NC350,NC350,TRUE,1,7125238,0.00336096132075472,1,0,0,1
NC350/B73 NIL-1272,NC350,NC350,TRUE,7,59240073,0.0279434306603774,4,0,1,1
NC358/B73 NIL-1008,NC358,NC358,TRUE,5,183617146.5,0.0866118615566038,4,0,0,1
NC358/B73 NIL-1009,NC358,NC358,TRUE,3,13554222.5,0.00639350117924528,2,0,0,1
NC358/B73 NIL-1017,NC358,NC358,TRUE,1,12649168.5,0.00596658891509434,1,0,0,1
NC358/B73 NIL-1018,NC358,NC358,TRUE,3,13554222.5,0.00639350117924528,2,0,0,1
NC358/B73 NIL-1035,NC358,B73,FALSE,4,102495990,0.0483471650943396,2,1,1,1
NC358/B73 NIL-1052,NC358,B73/NC350,FALSE,5,86924508.5,0.0410021266509434,5,5,0,2
NC358/B73 NIL-1058,NC358,NC358,TRUE,3,19672745,0.00927959669811321,2,0,0,1
NC358/B73 NIL-1059B,NC358,NC358,TRUE,3,178187844,0.0840508698113208,1,0,0,1
NC358/B73 NIL-1069,NC358,NC358,TRUE,1,130107947.5,0.0613716733490566,1,0,0,1
NC358/B73 NIL-1075,NC358,NC350,FALSE,2,69319835.5,0.0326980356132075,2,2,0,1
NC358/B73 NIL-1080,NC358,Mo18W,FALSE,4,138661783.5,0.0654065016509434,2,1,1,1
NC358/B73 NIL-1084,NC358,Oh43,FALSE,4,143503908.5,0.0676905228773585,3,3,0,1
NC358/B73 NIL-1104,NC358,NC358,TRUE,3,43675209.5,0.0206015139150943,1,0,0,1
NC358/B73 NIL-1108,NC358,Tx303,FALSE,3,135313185,0.0638269740566038,2,1,1,1
NC358/B73 NIL-1111,NC358,Mo17/B73/Oh43,FALSE,17,521526055,0.246002856132075,14,13,1,3
NC358/B73 NIL-1114,NC358,Mo17/NC358/CML52/Oh43,FALSE,12,334323883,0.157699944811321,10,6,2,4
NC358/B73 NIL-1132,NC358,Tzi8/NC358,FALSE,5,35581215,0.0167835919811321,3,1,1,2
NC358/B73 NIL-1134,NC358,NC358,TRUE,2,7674077.5,0.00361984787735849,2,0,0,1
NC358/B73 NIL-1145,NC358,NC358,TRUE,5,27666509,0.0130502400943396,5,0,1,1
NC358/B73 NIL-1146,NC358,NC358,TRUE,3,51707701.5,0.0243904252358491,3,0,0,1
NC358/B73 NIL-1151,NC358,Tx303,FALSE,4,22226000,0.0104839622641509,4,3,1,1
NC358/B73 NIL-1154,NC358,B73/Tx303,FALSE,11,100826136,0.0475594981132075,9,7,2,2
NC358/B73 NIL-1156,NC358,NC358,TRUE,1,12329272.5,0.0058156945754717,1,0,0,1
NC358/B73 NIL-1164,NC358,NC358,TRUE,1,21544965,0.0101627193396226,1,0,0,1
NC358/B73 NIL-1165,NC358,Oh43,FALSE,6,174641173.5,0.0823779120283019,2,1,1,1
NC358/B73 NIL-1166,NC358,Tx303,FALSE,2,6775146.5,0.00319582382075472,1,1,0,1
NC358/B73 NIL-1179,NC358,Ki11,FALSE,3,18655185.5,0.00879961580188679,3,1,2,1
NC358/B73 NIL-1183,NC358,Ki11,FALSE,3,28607219.5,0.0134939714622642,3,2,1,1
NC358/B73 NIL-1188,NC358,NC358,TRUE,1,14423108.5,0.00680335306603774,1,0,0,1
NC358/B73 NIL-1189A,NC358,NC358,TRUE,1,24887973,0.0117396099056604,1,0,0,1
NC358/B73 NIL-1192A,NC358,NC358,TRUE,2,26601178,0.0125477254716981,2,0,0,1
NC358/B73 NIL-1192B,NC358,NC358,TRUE,3,25073181.5,0.0118269724056604,1,0,0,1
NC358/B73 NIL-1204,NC358,Oh43,FALSE,2,209072044,0.0986188886792453,2,2,0,1
NC358/B73 NIL-1211,NC358,NA,FALSE,2,4921280,0.00232135849056604,1,0,1,0
NC358/B73 NIL-1227,NC358,NC358,TRUE,2,6945312.5,0.00327609080188679,2,0,0,1
NC358/B73 NIL-1233,NC358,B73,FALSE,3,24423174.5,0.0115203653301887,3,1,2,1
NC358/B73 NIL-1236,NC358,NC358,TRUE,2,7345152,0.00346469433962264,1,0,0,1
NC358/B73 NIL-1238A,NC358,NC358,TRUE,2,12498318.5,0.00589543325471698,2,0,0,1
Oh43/B73 NIL-1002,Oh43,Mo18W,FALSE,3,2884721.5,0.00136071768867925,1,1,0,1
Oh43/B73 NIL-1005,Oh43,CML103/CML69,FALSE,7,302412814,0.142647553773585,4,4,0,2
Oh43/B73 NIL-1008,Oh43,CML69,FALSE,2,39684035,0.0187188844339623,2,1,1,1
Oh43/B73 NIL-1013,Oh43,Oh43,TRUE,1,21485370,0.010134608490566,1,0,0,1
Oh43/B73 NIL-1017,Oh43,CML69,FALSE,6,118774640.5,0.0560257738207547,2,1,1,1
Oh43/B73 NIL-1021,Oh43,NC358,FALSE,3,13299113.5,0.00627316674528302,3,3,0,1
Oh43/B73 NIL-1023A,Oh43,NA,FALSE,4,163988218.5,0.077352933254717,2,0,2,0
Oh43/B73 NIL-1023B,Oh43,CML69,FALSE,2,8609675.5,0.00406116768867925,1,1,0,1
Oh43/B73 NIL-1026,Oh43,Oh43,TRUE,2,76505306,0.036087408490566,2,0,0,1
Oh43/B73 NIL-1028,Oh43,Oh43,TRUE,2,3412546,0.00160969150943396,1,0,0,1
Oh43/B73 NIL-1031,Oh43,CML69,FALSE,3,202533015.5,0.0955344412735849,3,3,0,1
Oh43/B73 NIL-1037,Oh43,Oh43,TRUE,5,18621880.5,0.00878390589622642,2,0,0,1
Oh43/B73 NIL-1046,Oh43,Oh43,TRUE,3,82222938,0.0387844047169811,3,0,0,1
Oh43/B73 NIL-1053,Oh43,Tzi8,FALSE,1,79346094,0.0374274028301887,1,1,0,1
Oh43/B73 NIL-1055,Oh43,NC358,FALSE,5,24663599,0.0116337731132075,4,4,0,1
Oh43/B73 NIL-1056,Oh43,NA,FALSE,3,9926710.5,0.00468241061320755,2,0,2,0
Oh43/B73 NIL-1059A,Oh43,Oh43,TRUE,3,32241086,0.0152080594339623,1,0,0,1
Oh43/B73 NIL-1059B,Oh43,NC358,FALSE,4,10518418,0.0049615179245283,2,2,0,1
Oh43/B73 NIL-1068,Oh43,NA,FALSE,2,2012857,0.000949460849056604,1,0,1,0
Oh43/B73 NIL-1073,Oh43,Oh43,TRUE,1,65078578.5,0.0306974426886792,1,0,0,1
Oh43/B73 NIL-1099,Oh43,B73/CML69/Oh43,FALSE,7,53504863,0.0252381429245283,5,3,1,3
Oh43/B73 NIL-1100,Oh43,NA,FALSE,1,27325218.5,0.012889254009434,1,0,1,0
Oh43/B73 NIL-1108,Oh43,Oh43,TRUE,2,2799887.5,0.0013207016509434,1,0,0,1
Oh43/B73 NIL-1135,Oh43,Tx303,FALSE,5,45765139.5,0.0215873299528302,3,3,0,1
Oh43/B73 NIL-1142,Oh43,Tzi8,FALSE,6,55686067,0.0262670127358491,3,3,0,1
Oh43/B73 NIL-1143,Oh43,Tzi8/Oh43,FALSE,9,58945635.5,0.0278045450471698,6,3,1,2
Oh43/B73 NIL-1145,Oh43,Tzi8/Oh43,FALSE,9,203614752.5,0.0960446945754717,6,4,0,2
Oh43/B73 NIL-1157,Oh43,Oh43,TRUE,3,9883399.5,0.00466198089622641,2,0,0,1
Oh43/B73 NIL-1171,Oh43,NC358,FALSE,4,40915083,0.0192995674528302,3,3,0,1
Oh43/B73 NIL-1172A,Oh43,Oh43,TRUE,3,44187196,0.0208430169811321,2,0,1,1
Oh43/B73 NIL-1173A,Oh43,Oh43,TRUE,4,214393122.5,0.101128831367925,3,0,1,1
Oh43/B73 NIL-1173B,Oh43,Oh43,TRUE,2,197260742,0.0930475198113208,2,0,0,1
Oh43/B73 NIL-1175A,Oh43,Oh43,TRUE,2,196306212.5,0.0925972700471698,2,0,0,1
Oh43/B73 NIL-1175B,Oh43,Oh43,TRUE,3,24779456.5,0.0116884228773585,2,0,1,1
Oh43/B73 NIL-1182,Oh43,Oh43,TRUE,4,16433265.5,0.00775154033018868,2,0,0,1
Oh43/B73 NIL-1195,Oh43,B73,FALSE,2,20951275.5,0.00988267712264151,2,1,1,1
Oh43/B73 NIL-1197,Oh43,Oh43,TRUE,2,6753337.5,0.00318553655660377,1,0,0,1
Oh43/B73 NIL-1199,Oh43,NC350/Mo17,FALSE,5,37145191.5,0.017521316745283,3,3,0,2
Oh43/B73 NIL-1211,Oh43,Oh43,TRUE,5,118460384.5,0.0558775398584906,4,0,3,1
Oh43/B73 NIL-1218,Oh43,Oh43,TRUE,5,34994884,0.016507020754717,4,0,0,1
Oh43/B73 NIL-1228,Oh43,NA,FALSE,1,4177.5,1.97051886792453e-06,NA,NA,NA,NA
Oh43/B73 NIL-1230,Oh43,CML52,FALSE,4,105138549.5,0.0495936554245283,2,1,1,1
Oh43/B73 NIL-1231,Oh43,Oh43,TRUE,6,139385525.5,0.0657478893867924,5,0,1,1
Oh43/B73 NIL-1235,Oh43,Oh43,TRUE,2,20394889,0.00962023066037736,2,0,0,1
Oh43/B73 NIL-1236A,Oh43,Oh43,TRUE,4,37061958,0.0174820556603774,1,0,0,1
Oh43/B73 NIL-1236B,Oh43,Oh43,TRUE,6,42698884,0.0201409830188679,2,0,0,1
Oh43/B73 NIL-1241,Oh43,NA,FALSE,1,2292784,0.00108150188679245,NA,NA,NA,NA
Oh43/B73 NIL-1246,Oh43,Mo17/Oh43,FALSE,7,61353189.5,0.0289401837264151,6,2,3,2
Oh43/B73 NIL-1250,Oh43,Mo17,FALSE,5,46461975.5,0.0219160261792453,3,1,2,1
Oh43/B73 NIL-1255,Oh43,Oh43,TRUE,1,15955192.5,0.00752603419811321,1,0,0,1
Oh43/B73 NIL-1270,Oh43,Oh43,TRUE,1,1909376,0.000900649056603774,1,0,0,1
Oh43/B73 NIL-1281,Oh43,NA,FALSE,1,3622858.5,0.00170889551886792,1,0,1,0
Oh43/B73 NIL-1284,Oh43,Oh43,TRUE,2,139969542,0.0660233688679245,2,0,0,1
Oh43/B73 NIL-1285,Oh43,Oh43,TRUE,3,56833632,0.0268083169811321,2,0,1,1
Oh43/B73 NIL-1306,Oh43,Tx303/Mo17,FALSE,8,393146303.5,0.185446369575472,5,3,2,2
Oh43/B73 NIL-1307,Oh43,Tx303,FALSE,9,231212188,0.109062352830189,5,4,1,1
Oh43/B73 NIL-1308,Oh43,NC358,FALSE,2,14612839.5,0.00689284882075472,1,1,0,1
Oh43/B73 NIL-1313,Oh43,Oh43,TRUE,1,18987025.5,0.00895614410377358,1,0,0,1
Tx303/B73 NIL-1005,Tx303,Tx303/Mo17,FALSE,6,176824755.5,0.0834079035377358,4,2,0,2
Tx303/B73 NIL-1010,Tx303,Tx303/Mo17,FALSE,7,138990277,0.0655614514150943,5,2,0,2
Tx303/B73 NIL-1011A,Tx303,Tx303/Mo17,FALSE,6,129804876.5,0.0612287153301887,2,1,0,2
Tx303/B73 NIL-1015,Tx303,Oh43,FALSE,3,48281480.5,0.022774283254717,2,1,1,1
Tx303/B73 NIL-1017,Tx303,NC358,FALSE,3,44805190.5,0.0211345238207547,2,2,0,1
Tx303/B73 NIL-1019,Tx303,NC358,FALSE,5,94968365,0.0447963985849057,4,4,0,1
Tx303/B73 NIL-1025,Tx303,NC358,FALSE,2,33179338.5,0.0156506313679245,1,1,0,1
Tx303/B73 NIL-1028,Tx303,Tx303,TRUE,2,16453070,0.0077608820754717,2,0,0,1
Tx303/B73 NIL-1030,Tx303,Tx303,TRUE,2,130283441.5,0.0614544535377358,1,0,0,1
Tx303/B73 NIL-1037,Tx303,Tx303,TRUE,2,21711670.5,0.010241354009434,2,0,0,1
Tx303/B73 NIL-1045,Tx303,NC358,FALSE,2,17041376.5,0.00803838514150943,2,2,0,1
Tx303/B73 NIL-1062,Tx303,Tx303,TRUE,4,127050081,0.059929283490566,3,0,0,1
Tx303/B73 NIL-1072,Tx303,Mo17,FALSE,5,18381777,0.00867064952830189,3,2,1,1
Tx303/B73 NIL-1073,Tx303,Mo17/Tx303,FALSE,3,36526332,0.0172294018867925,3,1,0,2
Tx303/B73 NIL-1077,Tx303,Tx303,TRUE,3,12318702,0.00581070849056604,2,0,0,1
Tx303/B73 NIL-1078,Tx303,NC358,FALSE,2,18713260,0.00882700943396226,1,1,0,1
Tx303/B73 NIL-1079A,Tx303,Tx303,TRUE,5,24968439.5,0.0117775658018868,3,0,0,1
Tx303/B73 NIL-1079B,Tx303,Tx303,TRUE,5,38365469.5,0.0180969195754717,4,0,0,1
Tx303/B73 NIL-1080,Tx303,NC358/Tx303,FALSE,4,12343270,0.00582229716981132,3,1,0,2
Tx303/B73 NIL-1085C,Tx303,Oh43,FALSE,3,148279645.5,0.069943229009434,2,2,0,1
Tx303/B73 NIL-1102,Tx303,Tx303,TRUE,2,32938536,0.0155370452830189,2,0,0,1
Tx303/B73 NIL-1104,Tx303,Tx303,TRUE,1,6002620.5,0.00283142476415094,1,0,0,1
Tx303/B73 NIL-1107,Tx303,Tx303,TRUE,8,219798522.5,0.103678548349057,5,0,0,1
Tx303/B73 NIL-1111,Tx303,Tx303,TRUE,7,66411725,0.0313262853773585,5,0,0,1
